time,roll,pitch,yaw
1774267008.3442264,-0.09002537856942774,-0.08229974573190445,0.011135333333332336
1774267008.3609326,-0.08248079439774823,-0.08511442951313407,0.010882666666665666
1774267008.3763561,-0.08994293178650752,-0.07961066813326115,0.010829999999998997
1774267008.3929083,-0.08211627718150358,-0.08315003693966197,0.011324666666665657
1774267008.4093323,-0.08703109778397661,-0.08089203882392214,0.011971999999998989
1774267008.425893,-0.08692896909835603,-0.08892496654284468,0.01261933333333232
1774267008.441361,-0.08448268474570277,-0.09166684716487901,0.01236666666666565
1774267008.458012,-0.08459950104762617,-0.08198917697712621,0.012861333333332312
1774267008.474646,-0.08440644008096952,-0.089318850437304,0.012908666666665642
1774267008.49019,-0.08677727445402346,-0.07880368027548997,0.012855999999998972
1774267008.5068123,-0.0864883129512409,-0.08613346276130934,0.012503333333332303
1774267008.5225813,-0.09412733796082341,-0.07800408540905651,0.012797999999998963
1774267008.5382671,-0.09227691018099887,-0.07843428690363874,0.012645333333332294
1774267008.555078,-0.08718335295124086,-0.08688098276130923,0.012592666666665624
1774267008.5707555,-0.08955151093089336,-0.07932133802785933,0.012439999999998955
1774267008.586469,-0.08455741293909222,-0.07927389237758428,0.012387333333332286
1774267008.6040668,-0.08455741293909222,-0.07927389237758428,0.012387333333332286
1774267008.6209497,-0.08230654223579925,-0.08157494552787298,0.012781999999998947
1774267008.636489,-0.08693237908607955,-0.08682845625692831,0.012729333333332277
1774267008.652942,-0.08780677778397639,-0.08247987882392167,0.012723999999998938
1774267008.6694717,-0.08488879257226907,-0.08248956736117738,0.012671333333332268
1774267008.6859474,-0.09272390960063788,-0.08553431844286888,0.0121186666666656
1774267008.7025237,-0.08195855439774791,-0.0882933095131334,0.01211333333333226
1774267008.7191176,-0.08422676825780205,-0.08600096905057492,0.01196066666666559
1774267008.735867,-0.08384337745540406,-0.08574628696123497,0.01150799999999892
1774267008.7516577,-0.08102402010112625,-0.08862081438416192,0.01085533333333225
1774267008.767121,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.7837727,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.7992425,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.815633,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.8311856,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.8479354,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.8649065,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.8821943,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.898794,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.9147887,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.9311144,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.9472241,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.9639997,-0.08640802616810365,-0.08370997817695067,0.010802666666665581
1774267008.9802892,-0.08189789555267425,-0.08487845030616752,0.011407333333332197
1774267008.9962602,-0.08189789555267425,-0.08487845030616752,0.011407333333332197
1774267009.0130858,-0.08189789555267425,-0.08487845030616752,0.011407333333332197
1774267009.029043,-0.08955344678147976,-0.08239376175827486,0.01124933333333219
1774267009.0450296,-0.08466813070051588,-0.08009065463227744,0.01149666666666552
1774267009.0614154,-0.08485385463825147,-0.08785277478434209,0.01174399999999885
1774267009.0782275,-0.0848695925722687,-0.0824799673611766,0.01179133333333218
1774267009.0952258,-0.08770662473213411,-0.08483306013135727,0.011585999999998842
1774267009.1123223,-0.0922252157871863,-0.07988238182765431,0.012033333333332173
1774267009.129242,-0.08469621565313795,-0.08793019162582821,0.011980666666665503
1774267009.145151,-0.08754334030740035,-0.08555241018410678,0.011975333333332165
1774267009.1607475,-0.0831202872694286,-0.09084015381195604,0.011922666666665496
1774267009.176273,-0.0856836725722686,-0.0828230073611764,0.011569999999998826
1774267009.1929095,-0.08616727421516761,-0.0852413084437787,0.011517333333332156
1774267009.2083888,-0.08653869618994431,-0.0880468546597901,0.011464666666665487
1774267009.225,-0.0919460478065215,-0.08065596529102181,0.011859333333332148
1774267009.240505,-0.09213891751147288,-0.08550427555969721,0.012106666666665478
1774267009.2571356,-0.09477986087451909,-0.08252342957973534,0.012053999999998809
1774267009.2739544,-0.08961126473213395,-0.08557738013135692,0.012048666666665469
