timestamp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,kinect_x,kinect_y,kinect_z
1772865465.291128890,pygame 2.6.1 (SDL 2.28.4, Python 3.13.7),406 380 689
1772865465.308808856,Hello from the pygame community. https://www.pygame.org/contribute.html,406 380 689
1772865517.075956187,0 0 0.7383070866141737,297 326 0
1772865517.390118507,0 0 0.7383070866141737,271 313 780
1772865517.392897875,0 0 0.7183070866141736,272 315 0
1772865517.401273180,0 0 0.7183070866141736,277 317 761
1772865517.405961669,0 0 0.6683070866141736,287 316 755
1772865517.443593471,0 0 0.6683070866141736,297 316 752
1772865517.636579850,0 0 0.5783070866141736,336 306 719
1772865517.695683534,0 0 0.5783070866141736,346 308 716
1772865517.725368635,0 0 0.5383070866141736,346 303 719
1772865517.751447444,0 0 0.5383070866141736,344 304 717
1772865517.778657978,0 0 0.5483070866141736,348 306 714
1772865517.782809055,0 0 0.5483070866141736,348 306 714
1772865517.832353471,0 0 0.5483070866141736,346 305 717
1772865517.864160475,0 0 0.5483070866141736,347 303 719
1772865518.079811079,0 0 0.5483070866141736,348 305 714
1772865518.432274667,0 0 0.5483070866141736,365 301 705
1772865518.494141611,0 0 0.5483070866141736,365 301 705
1772865518.518640124,0 0 0.5483070866141736,363 299 705
1772865518.527644564,0 0 0.5483070866141736,363 299 705
1772865518.555641728,0 0 0.5483070866141736,362 299 705
1772865518.890173085,0 0 0.5483070866141736,358 299 711
1772865519.144935069,0 0 0.5483070866141736,353 302 713
1772865519.169897083,0 0 0.5383070866141736,353 302 713
1772865519.249975905,0 0 0.5383070866141736,346 306 711
1772865519.570468984,0 0 0.5383070866141736,346 305 714
1772865519.599495551,0 0 0.5383070866141736,341 303 717
1772865519.808582091,0 0 0.5383070866141736,338 303 716
1772865519.811988555,0 0 0.5383070866141736,338 303 716
1772865519.815950216,0 0 0.5383070866141736,341 306 714
1772865519.818305477,0 0 -5.981692913385826,341 306 714
1772865519.820770378,0 0 -5.981692913385826,341 306 714
1772865519.880456616,0 0 0.3083070866141736,341 301 717
1772865519.898027511,0 0 0.3083070866141736,341 301 717
1772865520.524350797,0 0 0.27830708661417364,340 304 717
1772865520.556631893,0 0 0.27830708661417364,354 304 717
1772865520.907693720,0 0 0.23830708661417363,356 301 717
1772865520.924612225,0 0 0.23830708661417363,356 301 717
1772865521.191034629,0 0 0.20830708661417363,356 300 717
1772865521.193492654,0 0 0.20830708661417363,356 300 717
1772865521.196799597,0 0 0.16830708661417362,356 298 719
1772865521.329283732,0 0 0.16830708661417362,355 301 716
1772865521.523852385,0 0 0.13830708661417362,357 303 711
1772865521.534663872,0 0 0.13830708661417362,357 303 711
1772865521.540958295,0 0 0.09830708661417362,357 303 711
1772865521.649274326,0 0 0.09830708661417362,357 304 711
1772865521.664506443,0 0 0.06830708661417362,357 304 711
1772865521.716557076,0 0 0.06830708661417362,350 301 713
1772865521.850828608,0 0 0.048307086614173614,334 299 731
1772865521.910991471,0 0 0.048307086614173614,337 304 723
1772865522.007275560,0 0 0.048307086614173614,347 305 710
1772865522.043140045,0 0 0.018307086614173615,344 304 710
1772865522.234351523,0 0 0.018307086614173615,337 307 0
1772865522.251734483,0 0 0.008307086614173613,340 306 0
1772865522.288998251,0 0 0.008307086614173613,341 310 707
1772865522.387949610,0 0 -0.0016929133858263868,341 310 707
1772865522.579152965,0 0 -0.0016929133858263868,345 307 707
1772865522.596952656,0 0 -0.0016929133858263868,345 307 707
1772865522.935158710,0 0 -0.0016929133858263868,343 305 713
1772865522.989842638,0 0 -0.03169291338582639,339 308 710
1772865523.006651194,0 0 -0.03169291338582639,339 308 710
1772865523.067273438,0 0 -0.03169291338582639,342 309 711
1772865523.075149052,0 0 -0.03169291338582639,342 309 711
